title,author,publisher,price,rating,ratings_count
The Queen's Scarlet,George Manville Fenn,Good Press,0.57,4.27,1
The Merry Devill of Edmonton,Shakespeare,Good Press,0.57,4.0,29
The Schoolmistress: A Farce in Three Acts,Arthur Wing Pinero,Good Press,0.57,5.0,5
"The Autobiography of a Cornish Smuggler (Captain Harry Carter, of Prussia Cove) 1749-1809",Harry Carter,Good Press,2.31,3.7,4
Sant' Ilario,F. Marion Crawford,Good Press,0.57,3.77,17
Laughter,Henri Bergson,Good Press,0.57,5.0,3
Reflections; or Sentences and Moral Maxims,François duc de La Rochefoucauld,Good Press,2.31,3.5,3
Introduction to the Study of Palæontological Botany,John Hutton Balfour,Good Press,0.57,3.92,1
The History of Rome (Volumes 1-5),Theodor Mommsen,Good Press,2.31,3.7,5
"Principles of Orchestration, with Musical Examples Drawn from His Own Works",Rimsky-Korsakov Nikolay,Good Press,2.89,4.6,6
The Civilisation of the Renaissance in Italy,Jacob Burckhardt,Good Press,2.31,3.4,20
"Marital Power Exemplified in Mrs. Packard's Trial, and Self-Defence from the Charge of Insanity",E. P. W. Packard,Good Press,0.57,4.9,2
A Midsummer Night's Dream,William Shakespeare,Good Press,0.57,5.0,15
Cleopatra,Jacob Abbott,Good Press,2.31,4.6,27
The Ornithosauria,H. G. Seeley,Good Press,2.31,5.0,5
Phantasmagoria and Other Poems,Lewis Carroll,Good Press,2.31,4.3,1
Outlines of Mormon Philosophy,Lycurgus A. Wilson,Good Press,0.57,3.7,3
Conformity to the World,Edward Hoare,Good Press,0.57,5.0,1
Paul Rundel,Will N. Harben,Good Press,0.57,2.9,3
The Clouds,Aristophanes,Good Press,2.31,2.9,26
The Melting-Pot,Israel  Zangwill,Good Press,2.31,4.56,5
California and the Californians,David Starr Jordan,Good Press,0.57,1.8,1
The Autobiography of St. Ignatius,Saint of Loyola Ignatius,Good Press,2.31,4.0,1
Cowardice Court,George Barr McCutcheon,Good Press,0.57,4.5,5
The Man,Elbert  Hubbard,Good Press,0.57,1.8,4
The Fledgling,Charles Nordhoff,Good Press,2.31,4.08,82
"Observations upon the Prophecies of Daniel, and the Apocalypse of St. John",Isaac Newton,Good Press,2.31,3.88,4
The Adventures of Roderick Random,T. Smollett,Good Press,0.57,3.72,16
New Atlantis,Francis Bacon,Good Press,2.31,4.1,17
How the Other Half Lives: Studies Among the Tenements of New York,Jacob A. Riis,Good Press,2.31,3.6,1
Heart and Cross,Mrs. Oliphant,Good Press,0.57,3.19,16
"The Rise of Rail-Power in War and Conquest, 1833-1914",Edwin A. Pratt,Good Press,2.31,3.6,1
The Noble Rogue,Baroness Emmuska Orczy Orczy,Good Press,2.31,5.0,1
The Three Blue Anchors,Ottwell Binns,Good Press,2.31,3.3,5
Keep the Aspidistra Flying,Eric Arthur Blair,Good Press,2.31,2.7,3
The Art of Cross-Examination,Francis L. Wellman,Good Press,2.89,4.5,1
Robert Hardy's Seven Days: A Dream and Its Consequences,Charles M. Sheldon,Good Press,2.89,5.0,1
"The Description of a New World, Called the Blazing-World",Duchess of Margaret Cavendish Newcastle,Good Press,2.31,4.29,38
The Gray Dawn,Stewart Edward White,Good Press,0.57,2.1,4
English Interference with Irish Industries,J. G. Swift MacNeill,Good Press,0.57,2.2,1
"A Whim, and Its Consequences",G. P. R. James,Good Press,0.57,4.4,2
Cyropaedia: The Education of Cyrus,Xenophon,Good Press,2.31,3.9,2
The Merry Anne,Samuel  Merwin,Good Press,0.57,3.9,1
The Communistic Societies of the United States,Charles Nordhoff,Good Press,0.57,3.09,1
Notable Events of the Nineteenth Century,Various  ,Good Press,0.57,3.9,1
The White Company,Arthur Conan Doyle,Good Press,2.31,4.6,1
A Parody on Patience,D. Dalziel,Good Press,0.57,3.2,1
Hans Holbein,Arthur B. Chamberlain,Good Press,0.57,4.1,16
Twice Lost,William Henry Giles Kingston,Good Press,0.57,3.7,1
Island Nights' Entertainments,Robert Louis Stevenson,Good Press,2.31,4.0,3
The Augsburg Confession,Philipp Melanchthon,Good Press,2.31,4.9,1
The Position of Woman in Primitive Society: A Study of the Matriarchy,C. Gasquoine Hartley,Good Press,4.05,2.77,5
"The Vitality of ""Mormonism"": An Address",James E. Talmage,Good Press,0.57,2.2,1
The Religious Thought of the Greeks,Clifford Herschel Moore,Good Press,2.31,1.7,1
Wayfaring Men,Lyall Edna,Good Press,2.31,5.0,1
Daemonologie,King of England James I,Good Press,2.31,4.65,2
The Madonna of the Future,Henry James,Good Press,2.31,5.0,1
On the Ruin of Britain,Gildas,Good Press,2.31,3.9,58
"The Roycroft Dictionary, Concocted by Ali Baba and the Bunch on Rainy Days",Elbert  Hubbard,Good Press,2.31,4.22,1
True Christianity,Arndt Johann,Good Press,2.31,4.2,1
The Last Penny,Edwin Lefèvre,Good Press,2.31,1.21,1
Random Reminiscences of Men and Events,John D. Rockefeller,Good Press,2.31,2.7,1
Gitanjali,Rabindranath Tagore,Good Press,0.57,4.7,1
"The Dangerous Classes of New York, and Twenty Years' Work Among Them",Charles Loring Brace,Good Press,2.89,5.0,1
The Picture Gallery Explored,Anonymous,Good Press,0.57,3.51,12
The Kidnapping of Madame Storey and Other Stories (Madame Storey),Footner Hulbert,Good Press,2.31,4.0,13
Facts and fancies for the curious from the harvest-fields of literature,Charles C. Bombaugh,Good Press,2.31,3.1,15
The Backwoods of Canada,Catharine Parr Strickland Traill,Good Press,2.31,4.1,11
"Etidorhpa; or, The End of Earth",John Uri Lloyd,Good Press,2.31,4.4,2
"The Life of St. Teresa of Jesus, of the Order of Our Lady of Carmel",Of Avila Saint Teresa,Good Press,2.31,2.4,1
Handbook of Embroidery,L. Higgin,Good Press,2.31,3.7,2
The Redemption of Freetown,Charles M. Sheldon,Good Press,2.31,3.8,22
Captain Cuellar's Adventures in Connaught & Ulster A.D. 1588,"Hugh Allingham, Francisco de active 16th century Cuellar",Good Press,2.31,5.0,5
"The World's Sixteen Crucified Saviors; Or, Christianity Before Christ",Graves Kersey,Good Press,2.31,3.91,73
The Secret Sharer,Joseph Conrad,Good Press,0.57,3.2,7
The Intriguers,Harold  Bindloss,Good Press,0.57,4.2,63
The Wonders of the Invisible World,"Mather Cotton, Increase Mather",Good Press,2.31,3.3,47
The Book of Household Management,Mrs. Beeton,Good Press,2.31,4.41,12
Hunted Down: The Detective Stories of Charles Dickens,Charles Dickens,Good Press,0.57,3.51,1
The Spanish Tragedy,Thomas  Kyd,Good Press,2.31,4.3,1
Crime and Punishment,Fyodor Dostoyevsky,Good Press,2.31,4.1,16
Riley Love-Lyrics,James Whitcomb Riley,Good Press,0.57,1.5,1
The Rubaiyat of Omar Khayyam,Omar Khayyam,Good Press,2.31,2.5,10
The Rendezvous,Ivan Sergeevich Turgenev,Good Press,2.31,4.8,2
Roget's Thesaurus,Peter Mark Roget,Good Press,2.31,5.0,1
Dear Enemy,Jean Webster,Good Press,2.31,4.4,4
The Duke's Prize; a Story of Art and Heart in Florence,Maturin M. Ballou,Good Press,0.57,3.3,4
Layamon's Brut,Layamon,Good Press,2.89,3.2,11
The City of Beautiful Nonsense,E. Temple Thurston,Good Press,2.31,2.89,10
"Zadig; Or, The Book of Fate",Voltaire,Good Press,2.31,3.4,3
The Odyssey,Homer,Good Press,2.31,4.4,4
"The String of Pearls; Or, The Barber of Fleet Street. A Domestic Romance","James Malcolm Rymer, Thomas Peckett Prest",Good Press,2.31,2.5,1
Eugenics and Other Evils,G. K. Chesterton,Good Press,0.57,4.2,25
The Robbers' Cave: A Tale of Italy,Charlotte Maria Tucker,Good Press,2.31,5.0,1
"Eli and Sibyl Jones, Their Life and Work",Rufus M. Jones,Good Press,0.57,2.2,5
"The Swastika, the Earliest Known Symbol, and Its Migration",Thomas Wilson C.,Good Press,2.89,4.0,48
Smokiana: Historical; Ethnographical,R. T. Pritchett,Good Press,2.31,4.6,4
Further remarks on the policy of lending Bodleian printed books and manuscripts,Henry W. Chandler,Good Press,2.31,4.2,18
"The Great North Road, the Old Mail Road to Scotland: London to York",Charles G. Harper,Good Press,2.31,3.8,1
Witchcraft & Second Sight in the Highlands & Islands of Scotland,John Gregorson Campbell,Good Press,2.31,3.8,4
1984,Eric Arthur Blair,Good Press,0.57,4.92,3
What If? The Psychology of Selling Anything [2nd edition],Matthew K Jonas,epubli,15.06,4.7,1
The Call of the Shadowfrog,Fiona Seabrink,epubli,1.15,3.9,4
The Young Physician,Francis Brett Young,Good Press,0.57,3.5,39
Mike Fletcher,George Moore,Good Press,,3.4,1
Anastasis,John  Thomas,Good Press,2.31,3.8,5
Hatha Yoga Pradipika,Swami Swatmarama,Good Press,2.31,4.4,19
Philip Steele of the Royal Northwest Mounted Police,James Oliver Curwood,Good Press,2.89,4.54,7
Reminiscences of a Prisoner of War and His Escape,Daniel Avery Langworthy,Good Press,0.57,4.0,1
"The Martyrs' Idyl, and Shorter Poems",Louise Imogen Guiney,Good Press,0.57,4.01,21
Foster's Russian bank,Robert Frederick Foster,Good Press,2.31,4.1,26
A Parody on Iolanthe,D. Dalziel,Good Press,2.31,2.6,16
Insurgent Mexico,John Reed,Good Press,2.31,3.68,2
The Old Dominion,Mary Johnston,Good Press,2.31,2.9,1
Freedom or death,Emmeline Pankhurst,Good Press,2.31,3.0,22
"Studies in Judaism, First Series",S. Schechter,Good Press,2.31,3.7,5
Joffre and His Army,Charles Dawbarn,Good Press,2.31,4.1,8
Reminiscences of a Prisoner of War and His Escape,Daniel Avery Langworthy,Good Press,0.57,2.0,2
"Studies in Judaism, First Series",S. Schechter,Good Press,2.31,4.84,1
Joffre and His Army,Charles Dawbarn,Good Press,2.31,1.6,3
The Cosmic Courtship,Julian Hawthorne,Good Press,2.31,3.3,2
The Game of Go: The National Game of Japan,Arthur D. Howden Smith,Good Press,2.31,2.8,5
The Bibliomaniac,Charles  Nodier,Good Press,2.31,3.0,1
The Year of Jubilee,Nathaniel S. Prime,Good Press,2.31,5.0,1
The Old House,Cécile Tormay,Good Press,2.31,3.41,1
Child Life and Sex Hygiene: A Remarkable Message,Otterbein Oscar Smith,Good Press,2.31,2.4,5
Early Carriages and Roads,Walter Sir Gilbey,Good Press,2.31,3.5,1
Observations on Abortion,John  Burns,Good Press,2.31,2.81,45
"A Treatise on Bread, and Bread-making",Sylvester 1794-1851 Graham,Good Press,2.31,4.1,20
"Senescence, the Last Half of Life",G. Stanley Hall,Good Press,2.31,2.07,4
The Natural History of the Gent,Albert  Smith,Good Press,2.31,4.3,35
Illustrations of the Croton Aqueduct,F. B. Tower,Good Press,2.31,4.0,1
Bi-sexual love; the homosexual neurosis,Wilhelm  Stekel,Good Press,2.31,3.63,26
"Let Us Kiss and Part; or, A Shattered Tie",Alex. McVeigh Mrs. Miller,Good Press,2.31,3.0,37
More Minor Horrors,A. E. Sir Shipley,Good Press,2.31,2.2,1
The Evolution of the Mason and Dixon Line,Morgan Poitiaux Robinson,Good Press,2.31,3.8,10
Regulations for the Order and Discipline of the Troops of the United States,Friedrich Wilhelm von Steuben,Good Press,2.31,5.0,5
"Bel Ami, or the History of a Scoundrel",Guy de Maupassant,Good Press,2.31,4.0,4
Darien Exploring Expedition (1854),Joel Tyler Headley,Good Press,2.31,3.6,16
Dialogue Between Scipio and Berganze,Miguel De Cervantes,Good Press,2.31,3.39,1
On Fractures,Hippocrates,Good Press,2.31,4.25,1
Constitution of the State of Minnesota — 1868 Version,Government of the State of Minnesota,Good Press,2.31,2.9,1
Tales of the Unexpected,H. G. Wells,Good Press,2.31,3.8,35
Tyranny Unmasked,John Taylor of Caroline,Good Press,2.31,4.0,1
"History of the Rise, Progress, and Termination of the American Revolution",Mercy Otis Warren,Good Press,2.31,3.91,138
"Bianca; or, The Young Spanish Maiden",Toru Dutt,Good Press,2.31,4.9,1
The Signature of All Things,Jakob Böhme,Good Press,2.31,4.39,5
"Mr. Sludge, ""The Medium""",Robert Browning,Good Press,2.31,5.0,1
Rinconete and Cortadillo (Peter of the Corner and the Little Cutter),Miguel De Cervantes,Good Press,2.31,1.7,1
Tremendous Trifles,Gilbert Keith Chesterton,Good Press,2.31,3.1,9
The American Standard Bible — The Gospel of Matthew,Matthew,Good Press,2.31,2.9,3
On Sense and the Sensible,Aristotle,Good Press,2.31,2.0,1
Studies in love and in terror,Marie Belloc Lowndes,Good Press,0.57,4.5,2
Love and Pain,Havelock  Ellis,Good Press,2.31,5.0,1
A Neglected Argument for the Reality of God,Charles Sanders Peirce,Good Press,2.31,2.8,6
The World of Homer,Andrew Lang,Good Press,2.31,3.5,83
On the various forces of nature and their relations to each other,Michael  Faraday,Good Press,0.57,3.2,1
Language: An Introduction to the Study of Speech,Edward Sapir,Good Press,2.31,4.2,8
Stanley in Africa,James P.  Boyd,Good Press,0.57,5.0,1
The Claverings,Anthony Trollope,Good Press,0.57,3.4,1
Ancient Law,Henry James Sumner Maine,Good Press,2.31,3.3,4
Liberalism,Leonard Trelawny Hobhouse,Good Press,2.31,4.7,1
The Damnation of Theron Ware,Frederic Harold,Good Press,0.57,3.9,27
The Beachy Head Murder,Arthur Gask,Good Press,2.31,2.6,19
Biblical Geography and History,Charles Foster Kent,Good Press,2.31,3.7,3
The Claverings,Anthony Trollope,Good Press,0.57,2.48,2
The World of Homer,Andrew Lang,Good Press,2.31,3.7,174
The Virginian: A Horseman of the Plains,Owen  Wister,Good Press,0.57,3.7,8
Ancient Law,Henry James Sumner Maine,Good Press,2.31,4.8,1
Liberalism,Leonard Trelawny Hobhouse,Good Press,2.31,4.06,14
The Damnation of Theron Ware,Frederic Harold,Good Press,0.57,5.0,1
The Beachy Head Murder,Arthur Gask,Good Press,2.31,2.6,2
Solomon Maimon: An Autobiography,Solomon Maimon,Good Press,2.31,3.3,1
Philistine and genius,Boris Sidis,Good Press,2.31,3.53,17
The Rose Dawn,Stewart Edward White,Good Press,2.31,5.0,5
The Poems and Fragments of Catullus,Gaius Valerius Catullus,Good Press,2.31,3.1,19
Memoirs of the Empress Catherine II,Empress of Russia Catherine II,Good Press,2.31,3.7,3
The Mysterious Stranger,Mark Twain,Good Press,2.31,4.5,4
The Lodger,Marie Belloc Lowndes,Good Press,0.57,3.9,6
Magic and Witchcraft,George Moir,Good Press,2.31,5.0,1
Testimonies to Ministers and Gospel Workers,Ellen G. White,Good Press,2.31,4.3,30
The Ethics of Belief,William Kingdon Clifford,Good Press,2.31,4.3,9
Food Remedies: Facts About Foods And Their Medicinal Uses,Florence Daniel,Good Press,0.57,1.3,5
The Criminal Prosecution and Capital Punishment of Animals,E. P. Evans,Good Press,2.31,2.9,3
Dollars Want Me,Henry Harrison Brown,Guiding Beam,3.47,4.3,3
The Adventures of Peregrine Pickle,T. Smollett,Good Press,0.57,3.6,3
La Sorcière: The Witch of the Middle Ages,Jules Michelet,Good Press,2.31,5.0,1
"The Life of Joseph Smith, the Prophet",George Q. Cannon,Good Press,2.31,5.0,2
The Holy Roman Empire,James Bryce Viscount Bryce,Good Press,0.57,3.49,20
Ancient Society,Lewis Henry Morgan,Good Press,2.31,2.7,1
Don Carlos,Friedrich Schiller,Good Press,2.31,5.0,3
When It Was Dark,Thorne Guy,Good Press,2.31,3.7,2
Love of the Wild,Archie P. McKishnie,Good Press,0.57,1.8,5
"Poems 1918-21, Including Three Portraits and Four Cantos",Ezra Pound,Good Press,2.31,3.8,53
The Iliads of Homer,Homer,Good Press,2.31,3.4,9
The Belle's Stratagem,Hannah Cowley,Good Press,2.31,4.3,2
"Revolution and Counter-Revolution; Or, Germany in 1848","Карл Генрих Маркс, Friedrich Engels",Good Press,2.31,1.3,1
The Red One,Jack London,Good Press,0.57,3.6,53
Kant's Prolegomena to Any Future Metaphysics,Immanuel Kant,Good Press,0.57,5.0,1
"Rosalynde or, Euphues' Golden Legacy",Thomas Lodge,Good Press,2.31,3.36,3
Slave Narratives,United States. Work Projects Administration,Good Press,0.57,3.1,17
Labor and Freedom: The Voice and Pen of Eugene V. Debs,Eugene V. Debs,Good Press,2.31,3.68,30
Paradoxes of Catholicism,Robert Hugh Benson,Good Press,2.89,5.0,1
"The Art of Fencing; Or, The Use of the Small Sword",maître d'armes Labat,Good Press,2.31,4.75,1
The Confessions of al-Ghazali: Rescuer from Error,Abu Hamid al-Ghazālī,Good Press,2.31,3.3,3
Basic Law for the Federal Republic of Germany,Parliamentary Council of the Federal Republic of Germany,Good Press,2.31,3.87,28
Birds of Prey,M. E. Braddon,Good Press,0.57,3.2,1
The War of Quito,Pedro de Cieza de León,Good Press,2.31,2.74,1
The Origin of Man and of His Superstitions,Carveth Read,Good Press,2.31,3.7,30
"Miles Standish, the Puritan Captain",John S. C. Abbott,Good Press,2.31,2.0,1
Sarchedon: A Legend of the Great Queen,G. J. Whyte-Melville,Good Press,0.57,3.1,4
The poems of Heine; Complete,Heinrich Heine,Good Press,2.31,3.9,77
The Ivory Child,H. Rider Haggard,Good Press,2.31,5.0,4
The Seven Ages of Man,Ralph Bergengren,Good Press,2.31,3.36,29
Leaves from My Journal: Third Book of the Faith-Promoting Series,Wilford Woodruff,Good Press,0.57,2.4,1
A History of the Moravian Church,J. E. Hutton,Good Press,2.31,4.4,2
The Visitor's Hand-Book for Holyhead,Thomas Graham Jackson,Good Press,2.31,4.0,40
The Road,Jack London,Good Press,2.31,2.4,1
The Real Thing and Other Tales,Henry James,Good Press,0.57,3.5,4
An Outline of the Phonology and Morphology of Old Provençal,C. H. Grandgent,Good Press,2.31,4.3,1
"Manners, Customs, and Dress During the Middle Ages and During the Renaissance Period",P. L. Jacob,Good Press,2.31,5.0,1
Fairy Legends and Traditions of the South of Ireland,Thomas Crofton Croker,Good Press,2.31,5.0,1
The Basis of Morality,Arthur Schopenhauer,Good Press,2.31,2.3,1
A Key to Uncle Tom's Cabin,Harriet Beecher Stowe,Good Press,2.31,3.1,4
Missy,Miriam Coles Harris,Good Press,0.57,4.3,1
The Gold-Seekers: A Tale of California,Gustave Aimard,Good Press,2.31,3.3,20
A Bold Stroke for a Husband,Hannah Cowley,Good Press,0.57,4.2,1
Looking Forward: A Dream of the United States of the Americas in 1999,Arthur Bird,Good Press,2.31,3.5,5
Q-Ships and Their Story,E. Keble Chatterton,Good Press,2.31,2.69,5
Letters of the Right Honourable Lady M—y W—y M—e,Mary Wortley Lady Montagu,Good Press,2.31,3.8,1
Wyandot Government: A Short Study of Tribal Society,John Wesley Powell,Good Press,0.57,3.5,1
Half a Rogue,Harold MacGrath,Good Press,0.57,3.2,10
Last Verses,Susan  Coolidge,Good Press,0.57,4.3,19
Baptism According to Scripture,E. H. Hoare,Good Press,0.57,3.7,1
Recollections of a Long Life,Stoughton John,Good Press,0.57,3.5,3
In the Mountains,Elizabeth von Arnim,Good Press,2.31,3.73,3
Fifty Years a Hunter and Trapper,E. N. Woodcock,Good Press,2.31,2.5,7
The Vivisectors' Directory,Various  ,Good Press,0.57,3.8,1
The Kybalion,Three Initiates,Good Press,2.31,3.4,29
"Corinne; or, Italy",Madame de Staël,Good Press,2.31,2.3,1
Technic and Practice of Chiropractic,Joy Maxwell Loban,Good Press,2.31,3.0,3
"Memoirs of John R. Young, Utah Pioneer, 1847",John R. Young,Good Press,2.31,4.0,1
Green Fire,Sharp William,Good Press,2.31,2.5,11
An Universal Dictionary of the Marine,William Falconer,Good Press,2.31,1.8,5
With ski & sledge over Arctic glaciers,William Martin Sir Conway,Good Press,0.57,3.7,14
Twelve Tales,Allen Grant,Good Press,2.31,4.23,1
The Beckoning Hand: John Cann's Treasure,Allen Grant,Good Press,2.31,5.0,1
Shooting an Elephant and other essays,Eric Arthur Blair,Good Press,2.31,3.8,38
A Certain Dr. Thorndyke,Richard Austin Freeman,Good Press,2.31,5.0,1
"Among the Pines; or, South in Secession Time",James R. Gilmore,Good Press,0.57,5.0,1
The History of the Revolutions of Portugal,"Pierre Marie Louis de Boisgelin de Kerdu, Abbé de Vertot",Good Press,2.31,3.3,22
Essays by Ralph Waldo Emerson,Ralph Waldo Emerson,Good Press,2.31,2.6,4
A Devotee: An Episode in the Life of a Butterfly,Mary Cholmondeley,Good Press,0.57,2.9,5
How to Sing [Meine Gesangskunst],Lilli Lehmann,Good Press,2.31,3.8,12
History of Morgan's Cavalry,Basil Wilson Duke,Good Press,2.89,5.0,2
"Moby Dick; Or, The Whale",Herman Melville,Good Press,2.31,3.1,17
A Message to Garcia,Elbert  Hubbard,Good Press,2.31,3.07,1
New Latin Grammar,Charles E. Bennett,Good Press,2.31,2.63,1
Mr. Hogarth's Will,Catherine Helen Spence,Good Press,0.57,4.0,5
If I Were King,Justin H. McCarthy,Good Press,0.57,2.7,1
Rubáiyát of Doc Sifers,James Whitcomb Riley,Good Press,0.57,2.8,1
The Red Cow and Her Friends,Peter McArthur,Good Press,0.57,3.8,1
"Collecting Old Glass, English and Irish",J. H. Sir Yoxall,Good Press,2.31,4.65,1
"Annals of the Turkish Empire, from 1591 to 1659",Mustafa Naima,Good Press,2.31,3.7,1
The Bayeux Tapestry Elucidated,J. Collingwood Bruce,Good Press,2.31,4.08,41
"Elements of Chemistry, In a New Systematic Order, Containing all the Modern Discoveries",Antoine Laurent Lavoisier,Good Press,2.31,3.7,106
"Chuang Tzu: Mystic, Moralist, and Social Reformer",Zhuangzi,Good Press,2.31,4.89,1
The Eulogy of Richard Jefferies,Walter Besant,Good Press,0.57,4.1,1
"The Sunken Isthmus; or, Frank Reade, Jr., in the Yucatan Channel",Luis Senarens,Good Press,0.57,3.5,2
The Science of Getting Rich,W. D. Wattles,Good Press,2.31,3.59,23
Poems of Progress and New Thought Pastels,Ella Wheeler Wilcox,Good Press,2.89,4.2,33
The Abounding American,T. W. H. Crosland,Good Press,2.31,3.1,1
Kirsteen,Mrs. Oliphant,Good Press,2.31,4.3,1
Our Journey to the Hebrides,"Joseph  Pennell, Elizabeth Robins Pennell",Good Press,0.57,5.0,1
The Goddess of Reason,Mary Johnston,Good Press,0.57,3.0,7
The Life of Sophia Jex-Blake,Graham Travers,Good Press,2.31,2.9,2
The Miser,Molière,Good Press,2.31,5.0,1
A Naval Expositor,Thomas Riley Blanckley,Good Press,0.57,1.02,1
"The Romance of Natural History, Second Series",Philip Henry Gosse,Good Press,0.57,5.0,1
Twelve Types,G. K. Chesterton,Good Press,0.57,4.5,3
"Alhalla, or the Lord of Talladega: A Tale of the Creek War",Henry Rowe Schoolcraft,Good Press,0.57,3.93,16
Daddy-Long-Legs,Jean Webster,Good Press,2.31,3.0,2
Education as Service,J.  Krishnamurti,Good Press,2.31,5.0,5
Montezuma's Daughter,H. Rider Haggard,Good Press,0.57,3.32,24
The Sixty-First Second,Owen  Johnson,Good Press,2.31,2.7,1
Edward the Second,Christopher Marlowe,Good Press,2.31,5.0,1
The Midlander,Booth Tarkington,Good Press,0.57,1.0,1
The Princess,Alfred Tennyson Baron Tennyson,Good Press,0.57,3.76,18
A Collection of Chirurgical Tracts,William Beckett,Good Press,0.57,2.3,4
Dr. Stearns's Tour from London to Paris,Stearns Samuel,Good Press,0.57,3.57,1
The Ashes of a God,F. W. Bain,Good Press,0.57,3.61,4
Apache Gold,Joseph A. Altsheler,Good Press,2.31,3.3,14
Songs of Angus and More Songs of Angus,Violet Jacob,Good Press,0.57,3.9,13
Ben-Hur: A tale of the Christ,Lew Wallace,Good Press,0.57,3.7,14
Mistress Nancy Molesworth: A Tale of Adventure,Joseph Hocking,Good Press,0.57,3.2,3
The Boston Dip,George M. Baker,Good Press,2.31,3.3,2
For Treasure Bound,Harry Collingwood,Good Press,0.57,3.4,3
"The Evil Eye, Thanatology, and Other Essays",Roswell Park,Good Press,2.31,3.3,3
Through the Eye of the Needle,William Dean Howells,Good Press,0.57,5.0,1
A Record of Buddhistic Kingdoms,Faxian,Good Press,2.31,4.5,15
The Unspeakable Scot,T. W. H. Crosland,Good Press,2.31,4.6,2
Geoffrey Strong,Laura Elizabeth Howe Richards,Good Press,0.57,3.1,9
Manifesto of the Communist Party,"Карл Генрих Маркс, Friedrich Engels",Good Press,2.31,5.0,2
The Man Without a Country,Edward Everett Hale,Good Press,2.31,4.1,47
The Hidden Force,Louis Couperus,Good Press,0.57,3.4,1
Welsh Poems and Ballads,Various  ,Good Press,2.31,4.3,57
The Eighteenth Brumaire of Louis Bonaparte,Карл Генрих Маркс,Good Press,2.31,4.4,17
Memoirs of Sir Wemyss Reid 1842-1885,T. Wemyss Reid,Good Press,2.31,4.2,2
Poem Outlines,Sidney Lanier,Good Press,2.31,4.7,1
Welsh Poems and Ballads,Various  ,Good Press,2.31,3.9,17
Manifesto of the Communist Party,"Карл Генрих Маркс, Friedrich Engels",Good Press,2.31,3.8,1
The Institutes of Justinian,Anonymous,Good Press,2.31,3.8,15
The Thirty Years War — Complete,Friedrich Schiller,Good Press,2.31,4.4,5
Rodney Stone,Arthur Conan Doyle,Good Press,2.31,3.98,19
Down and Out in Paris and London,Eric Arthur Blair,Good Press,2.31,3.6,5
The Woman Who Rode Away and other stories,D. H. Lawrence,Good Press,2.31,2.76,13
Historical Records of Port Phillip.,John J. Shillinglaw.,Good Press,2.31,2.8,1
The Three Colonies of Australia,Samuel Sidney,Good Press,2.31,3.7,4
The Prairie,James Fenimore Cooper,Good Press,0.57,4.22,12
"The Phantom World; or, The philosophy of spirits, apparitions, &c, &c",Calmet Augustin,Good Press,4.05,4.7,4
A Voyage of Discovery to the North Pacific Ocean,George Vancouver.,Good Press,2.31,4.8,1
Bindle: Some Chapters in the Life of Joseph Bindle,Jenkins Herbert George,Good Press,2.31,4.3,4
Supernatural Horror in Literature,H.P. Lovecraft,Good Press,2.31,4.7,16
Pelham — Complete,Baron Edward Bulwer Lytton Lytton,Good Press,2.31,4.3,1
The Shadow of Larose,Arthur Gask,Good Press,2.31,3.9,3
When I was King,Henry  Lawson,Good Press,2.31,4.1,8
They Wouldn't Be Chessmen,A.E.W. Mason,Good Press,2.31,4.09,31
Gates of Empire,Robert E. Howard,Good Press,2.31,4.22,4
The Maid of Sker,R. D. Blackmore,Good Press,2.31,2.2,5
A Yellow God: An Idol of Africa,H. Rider Haggard,Good Press,2.31,4.29,12
The Thing on the Doorstep,H.P. Lovecraft,Good Press,2.31,3.27,107
The Expedition Of Captain Flick,Fergus  Hume,Good Press,2.31,3.6,11
An Inland Voyage,Robert Louis Stevenson,Good Press,2.31,3.1,12
As It Was Written,Harland Henry,Good Press,0.57,3.7,1
The Hive,Will Levington Comfort,Good Press,0.57,3.92,12
"The Colonies, 1492-1750",Reuben Gold Thwaites,Good Press,0.57,3.5,14
Queen Elizabeth,Jacob Abbott,Good Press,2.31,2.5,5
An Inland Voyage,Robert Louis Stevenson,Good Press,2.31,3.4,18
Swift Lightning,James Oliver Curwood,Good Press,2.31,2.3,3
Station Life in New Zealand,Lady Barker,Good Press,2.31,2.96,1
Rembrandt,Jozef Israels,Good Press,0.57,3.2,20
The Expositor's Bible: The Epistles of St. Paul to the Colossians and Philemon,Alexander Maclaren,Good Press,0.57,3.52,1
Colonization and Christianity,William Howitt,Good Press,2.31,3.4,33
Facts and fancies in modern science,John William Sir Dawson,Good Press,0.57,3.6,14
How to Catalogue a Library,Henry B. Wheatley,Good Press,2.31,3.3,1
A Treatise on the Six-Nation Indians,J. B. Mackenzie,Good Press,0.57,2.8,1
The Black Diamond,Francis Brett Young,Good Press,0.57,5.0,1
Windows: A Book About Stained & Painted Glass,Lewis F. Day,Good Press,2.31,3.8,1
The Grip of Honor,Cyrus Townsend Brady,Good Press,0.57,3.7,1
Six Bad Husbands and Six Unhappy Wives,Ella Wheeler Wilcox,Good Press,0.57,5.0,1
Retrospection and Introspection,Mary Baker Eddy,Good Press,0.57,3.45,67
"English Coins and Tokens, with a Chapter on Greek and Roman Coins","Llewellynn Frederick William Jewitt, Barclay V. Head",Good Press,2.31,2.8,1
The Old Ladies,Hugh Walpole,Good Press,2.31,3.48,12
