title,author,publisher,price,rating,ratings_count
100 Quotes About Authentic Leadership That Will Transform Your Life - Guiding Insights For Transformative Leadership,The Quotes Library,The Quotes Library,4.05,3.5,15
Все приключения Шерлока Холмса / All adventures of Sherlock Holmes,Arthur Conan Doyle,,3.44,4.25,4
Sumalee,Javier Salazar Calle,,3.87,5.0,1
The Tales of Uncle Remus / Сказки дядюшки Римуса. Книга для чтения на английском языке,Joel Chandler Harris,,3.86,1.0,1
The Star-Child (Unabridged),Oscar Wilde,Bookstream Audiobooks,3.47,5.0,2
Animal Farm: a Fairy Story and Essay's Collection / Скотный двор и сборник эссе. Книга для чтения на английском языке,George Orwell,,3.8,4.29,58
Authority,Jeff  VanderMeer,,3.85,5.0,1
Carrying the Sheikh's Heir,Lynn Harris Raye,,3.85,4.84,3
We / Мы,Yevgeny Zamyatin,,3.7,3.6,62
Pushkin Hills / Заповедник,Sergey Dovlatov,,3.7,4.2,1
The Suitcase / Чемодан,Sergey Dovlatov,,3.7,4.4,24
Собачье сердце (Чудовищная история) / A Dog's Heart (A Monstrous Story),Mikhail Bulgakov,,3.7,3.0,1
Lolita / Лолита. Книга для чтения на английском языке,Vladimir Nabokov,,3.7,5.0,4
Евгений Онегин / Eugene Onegin,Alexander Pushkin,,1.85,5.0,4
"Богач, бедняк / Rich Man, Poor Man",Ирвин Шоу,,3.69,4.0,5
The Wonderful Wizard of Oz / Волшебник из страны Оз,Lyman Frank Baum,,3.69,5.0,2
If She Saw,Blake Pierce,,3.69,4.27,11
Primary Target,Jack Mars,,3.69,4.15,13
Before He Covets,Blake Pierce,,3.69,3.67,6
The Call of Cthulhu / Зов Ктулху,Howard Phillips Lovecraft,,3.07,4.67,15
Сказки / Fairy Tales. Книга c параллельным текстом на английском и русском языках,Alexander Pushkin,,4.02,5.0,3
"Есть, молиться, любить / Eat Pray Love",Elizabeth Gilbert,,3.58,5.0,6
Daughter of the Empire,"Raymond E. Feist, Janny Wurts",HarperCollins Publishers,4.73,3.7,1
Men without Women (Мужчины без женщин),Ernest Miller Hemingway,,3.46,3.5,18
Lady Macbeth of Mtsensk and Other Stories / Леди Макбет Мценского уезда и другие повести,Nikolai Leskov,,4.32,2.1,1
The Mysterious Island. B2 / Таинственный остров,Jules Verne,,3.44,5.0,2
Alice's Adventures in Wonderland. A2,Lewis Carroll,,3.44,4.43,7
Natalia’s Game,Craig T. Bouchard,,4.31,4.0,3
Pride and Prejudice / Гордость и предубеждение,Jane Austen,,3.44,5.0,5
Алиса в стране чудес: адаптированный текст + задания. Уровень А1,Lewis Carroll,,3.44,5.0,2
Summary: Amour – Amour – Amour. La puissance de l’acceptation. Lise Bourbeau,Smart Reading,,3.44,3.8,5
The Talented Mr Ripley / Талантливый мистер Рипли,Patricia Highsmith,,1.72,5.0,2
5 best Sherlock Holmes Stories,Arthur Conan Doyle,,1.96,4.6,225
The Old Man and the Sea,Ernest Hemingway,e-artnow,1.15,5.0,2
Every Man Dies Alone,Hans Fallada,e-artnow,3.47,2.96,1
The Four Books of Confucianism (Bilingual Edition: English/Chinese),"Mencius, Anonymous",Good Press,3.47,3.22,8
Лучшие зарубежные произведения на английском языке. Уровень – Intermediate,Collective work,,3.32,4.09,152
Русские сказки на английском языке / Russian Fairy Tales,,,3.07,5.0,3
It’s Called a Breakup Because It’s Broken: The Smart Girl’s Breakup Buddy,"Greg  Behrendt, Amiira  Ruotola-Behrendt",,3.85,5.0,1
Английский без репетитора,О. Н. Оваденко,,3.68,4.58,38
The Wind in the Willows,Kenneth Grahame,,1.84,5.0,4
The Raven,Edgar Allan Poe,,1.1,4.5,6
15-Minute Reiki: Health and Healing at your Fingertips,"Chris  Parkes, Penny  Parkes",,2.39,3.7,1
Этот неподражаемый Дживс! / The Inimitable Jeeves,Pelham Grenville Wodehouse,,1.84,5.0,1
"Summary: Chatter. The Voice in Our Head, Why It Matters, and How to Harness It. Ethan Kross",Smart Reading,,3.44,5.0,1
The Sea Wolf / Морской волк,Jack London,,3.09,3.1,3
Ночной портье / Nightwork,Ирвин Шоу,,3.09,5.0,4
28 Russian Verbs / 28 русских глаголов,Н. В. Кузьмина,,3.09,5.0,1
Узорный покров. The painted veil. Аудиокнига,William Somerset Maugham,,3.07,2.7,1
The Curious Case of Benjamin Button / Загадочная история Бенджамина Баттона,Francis Scott Fitzgerald,,3.07,3.0,1
White nights / Белые ночи,Fyodor Dostoyevsky,,3.07,5.0,1
Тринадцать гостей / Thirteen Guests,Joseph Jefferson Farjeon,,3.07,1.9,1
Northanger Abbey / Нортенгерское аббатство,Jane Austen,,3.44,3.7,1
Snow White and the Seven Dwarfs / Белоснежка и семь гномов. Уровень 1,Brothers Grimm,,3.07,5.0,3
10 Great Russian Short Stories,"Leo Tolstoy, Nikolai Gogol, Anton Chekhov, Fyodor Dostoyevsky, Ivan Turgenev, Leonid Andreyev",,3.07,5.0,2
Поллианна / Pollyanna,Eleanor Hodgman Porter,,1.53,4.74,27
Путешествие Нильса с дикими гусями / The Wonderful Adventures of Nils,Selma Lagerlof,,1.53,4.92,13
The Hitchhiker’s Guide to the Galaxy / Руководство для путешествующих автостопом по Галактике,Douglas Adams,,1.72,5.0,2
Madame Bovary,Gustave Flaubert,,2.39,5.0,1
Short Stories in English for Beginners:,Jonathan K. Hari,epubli,3.47,4.06,23
Театр / Theatre,William Somerset Maugham,,2.96,5.0,7
Animal Farm,George Orwell,Good Press,2.31,3.73,2
The Little Brooklyn Bakery,Julie Caplin,HarperCollins Publishers,3.81,3.7,25
Prohibition of Interference. Book 6. Samurai Code,Max Glebow,,2.83,4.0,4
Prohibition of Interference. Book 4. Asymmetric response,Max Glebow,,2.83,5.0,2
Prohibition of Interference. Book 5. Steel-colored Moon,Max Glebow,,2.83,5.0,1
White Fang,Jack London,,3.07,5.0,2
Английский за 30 минут (Beginner),Мария Хохарина,,2.83,3.96,28
Oliver Twist,Charles Dickens,,2.83,4.62,13
The Xenophobe's Guide to the Russians,Vladimir Zhelvis,Xenophobe's Guides,1.38,4.0,3
How to Work Remotely While Traveling:,Jonathan K. Hari,epubli,2.89,5.0,1
Evening in Byzantium / Вечер в Византии. Книга для чтения на английском языке,Ирвин Шоу,,2.75,5.0,2
The Meaning of the Russian Revolution,Leo Tolstoy,DigiCat,2.31,4.1,1
Поллианна / Pollyanna. Метод интегрированного чтения,Eleanor Hodgman Porter,,2.7,5.0,2
"Человек, который смеется / The Man Who Laughs. Уровень 4",Victor Marie Hugo,,2.7,4.67,3
The Wonderful Wizard of Oz / Волшебник из страны Оз. Книга для чтения на английском языке,Lyman Frank Baum,,2.96,3.8,5
Приключения Шерлока Холмса. Уникальная методика обучения языку В. Ратке,Arthur Conan Doyle,,2.7,4.25,8
По эту сторону рая. Книга для чтения на английском языке,Francis Scott Fitzgerald,,2.64,4.67,3
The Elixir of Life,Оноре де Бальзак,,2.46,3.5,8
"Франкенштейн, или Современный Прометей / Frankenstein, or The Modern Prometheus",Mary Shelley,,5.17,5.0,1
Уютные истории на английском. Слушаем с удовольствием и повышаем уровень (А1),,БОМБОРА,3.69,3.4,10
The Call of the Wild / Зов предков,Jack London,,2.58,5.0,1
Hallowe'en Party / Вечеринка на Хэллоуин. Книга для чтения на английском языке,Agatha Christie,,2.58,4.29,42
Reiki For A Healthier Lifestyle,Russ Chard,M-Y Books Ltd,2.31,4.2,1
The Action of Medicines in the System,Frederick William Headland,Good Press,2.31,3.5,1
Orlando / Орландо. Книга для чтения на английском языке,Virginia Woolf,,4.02,5.0,6
Homage to Catalonia,George Orwell,epubli,2.31,1.0,1
Lewis Hamilton: My Story,Lewis Hamilton,,2.39,5.0,1
The Complete Poems of John Keats,John Keats,DigiCat,2.31,3.48,1
The Complete Poems of Percy Bysshe Shelley,Percy Bysshe Shelley,DigiCat,2.31,4.0,23
Chonicles of Yanis,Olga Orlova,,4.94,5.0,15
Insomvita. Psychological thriller with elements of a crime story,Oleksandr Dan,,2.47,5.0,2
Острие бритвы. The Razor's Edge. Аудиокнига,William Somerset Maugham,,3.07,5.0,2
Окончательный диагноз / The final diagnosis,Arthur Hailey,,2.46,3.43,7
The Haunting of Bly Manor / Призраки усадьбы Блай. Книга для чтения на английском языке,Henry James,,2.46,5.0,1
Pastoral Ministry,Matts-Ola Ishoel,,2.46,3.94,8
Animal farm / Скотный двор. Уровень 2,George Orwell,,3.07,5.0,3
Best Investigations of Father Brown,Gilbert Keith Chesterton,,1.96,5.0,7
The Secret Garden,Frances Eliza Burnett,,2.46,5.0,7
No Longer Human,Osamu Dazai,,2.46,4.67,3
Двадцать тысяч лье под водой / Twenty Thousand Leagues Under the Sea,Jules Verne,,3.07,4.5,8
A Christmas Carol,Charles Dickens,,2.46,5.0,1
English Fairy Tales / Английские сказки. Elementary,,,2.46,4.8,5
Таинственный остров / Mysterious Island,Jules Verne,,3.07,4.62,16
Any Means Necessary,Jack Mars,,2.46,4.17,6
Journey to the Centre of the Earth,Jules Verne,,2.39,4.5,3
Chibi Houses. Mini Coloring Book for Stress Relief,Iuliia Nelidova,,2.42,4.1,4
Summary: The Untethered Soul. The Journey Beyond Yourself. Michael Singer,Smart Reading,,3.44,4.0,1
Around the World in Eighty Days,Jules Verne,,2.39,4.5,31
The Picture of Dorian Gray,Oscar Wilde,epubli,1.15,5.0,1
Deepseek Prompts Template for Business Owners:,Allison Reed,epubli,2.31,2.8,18
Gone with the Wind / Унесённые ветром,Margaret Munnerlyn Mitchell,,2.35,5.0,19
The Great Gatsby. Адаптированная книга для чтения на английском языке. Уровень B1,Francis Scott Fitzgerald,,2.35,4.75,4
Vendetta,Marie Corelli,DigiCat,2.31,3.8,41
New Zealand,Reginald Horsley,DigiCat,2.31,4.2,5
Mastering Concentration for Adult ADHD:,Drew Anderson,epubli,2.31,1.9,4
The War of the Worlds / Война миров,Herbert George Wells,,3.07,3.12,5
Tales of Time Warps: 20 Sci-Fi Classics,"Edith Nesbit, Edward Bellamy, William Morris, Robert Hugh Benson, Abraham  Merritt, Francis  Stevens, Henry Holt, William Henry Hudson, Gertrude Barrows Bennett, H. G. Wells, Edmond About, Jane C. Loudon, Edwin Lester Arnold, Lewis Carroll, Charles Dickens, William Hope Hodgson, Elizabeth Burgoyne Corbett, Frederic W. Farrar, Mark Twain",e-artnow,2.31,5.0,5
Sense and Sensibility,Jane Austen,DigiCat,2.31,2.8,1
The Complete Herbal,Nicholas Culpeper,Good Press,2.31,3.1,1
"Iamblichus' Life of Pythagoras, or Pythagoric Life",Iamblichus,Good Press,2.31,3.9,1
All Quiet on the Western Front / На Западном фронте без перемен. Книга для чтения на английском языке,Erich Maria Remarque,,3.38,4.79,24
The Wealth of Nations,Adam Smith,Zenith Evergreen Literary Co.,1.15,1.0,1
The Art of War,Sun Tzu,e-artnow,2.31,1.06,1
The World Order: New Rules or a Game without Rules,Vladimir Putin,Good Press,2.31,2.7,4
The Lustful Turk,Anonymous,DigiCat,2.31,3.85,1
Чтение и письмо на английском языке для академических целей = English writing and reading for academic purposes,"Мария Олеговна Гузикова, Наталья Завьялова",,2.22,4.5,2
Airport / Аэропорт,Arthur Hailey,,2.21,4.0,1
Improvised Weapons and Munitions - The Official U.S. Army Manual,U.S. Department of the Army,DigiCat,2.31,3.81,29
The Gift of the Magi / Дары волхвов,O. Henry,,3.07,4.57,3
Гордость и предубеждение / Pride and Prejudice,Jane Austen,,2.46,5.0,4
Джейн Эйр / Jane Eyre,Charlotte Bronte,,2.21,5.0,11
Лучшие произведения Джерома К. Джерома / The Best of Jerome K. Jerome,Jerome K. Jerome,,3.2,4.33,3
Питер Пен / Peter Pan,James Matthew Barrie,,3.07,4.0,17
Act in a Split Second - First Aid Manual of the US Army,U.S. Department of Defense,Madison & Adams Press,2.31,2.9,4
Best Travel Hacks for Frequent Flyers:,Jonathan K. Hari,epubli,2.31,2.8,11
The Problem-Solver's Handbook:,Jonathan K. Hari,epubli,2.89,4.0,3
First Aid Manual,"Department of the army, Department of the Air Force, Department of the Navy",DigiCat,2.31,3.34,11
George Orwell: Complete Works,George Orwell,DigiCat,2.31,3.5,5
Тренажер по правилам чтения. Английский для школьников,Т. В. Беляцкая,,2.72,3.87,23
Passion in Secret,Catherine  Spencer,,1.9,3.9,3
Зов Ктулху / The Call of Cthulhu. Книга для чтения на английском языке,Howard Phillips Lovecraft,,3.07,5.0,1
"Alice’s Adventures in Wonderland. Through the Looking-glass, and What Alice Found There",Lewis Carroll,,4.31,5.0,3
The Highly Sensitive Person,"Elaine N. Aron, Ph.D.",,1.9,3.74,27
The Surprise of Mr. Milberry and other novels / Сюрприз мистера Милберри и другие новеллы. Книга для чтения на английском языке,Jerome K. Jerome,,2.31,3.3,6
Vengeance Weapon,Max Glebow,,2.46,4.0,2
A Leap Across the Abyss,Max Glebow,,2.46,5.0,2
Return,Morgan Rice,,2.46,3.71,7
Return,Morgan Rice,,2.95,5.0,2
Arrival,Morgan Rice,,2.95,3.0,1
An American Tragedy,Theodore Dreiser,Zenith Blue Ridge Books,1.15,2.23,1
The Dhammapada: A Collection of Verses,Gautama Buddha,Good Press,2.31,3.61,2
Detective Daddy,Mallory  Kane,,1.9,1.07,1
Sidney Sheldon’s Chasing Tomorrow,"Sidney Sheldon, Bagshawe",,1.9,4.0,15
Now and Forever,Ray Douglas Bradbury,,1.9,4.67,3
Romeo and Juliet and Vampires,"William Shakespeare, Claudia  Gabel",,1.9,5.0,1
The Secret Garden,Frances Eliza Burnett,,2.39,4.8,1
The Golden Notebook,Doris Lessing,,1.9,5.0,1
My Favourite Poems in English,Konstantin Voskresenskiy,,1.84,4.8,5
The Adventures of Tom Sawyer,Mark Twain,,1.84,5.0,6
Around the World in 80 Days,Jules Verne,,1.84,4.75,4
The Prince,Niccolo Machiavelli,,1.84,4.75,4
The Picture of Dorian Gray,Oscar Wilde,,1.84,4.62,8
Stories,Anton Chekhov,,1.84,3.9,41
LZ-’75: Across America with Led Zeppelin,Stephen  Davis,,1.9,5.0,7
A Holy Terror / Настоящее чудовище,Ambrose Bierce,,3.07,4.77,11
Letter A: An alphabet adventure with the Little Bunny,Bolot Begaliev,,2.47,2.8,9
"Pathophysiology of oral cavity diseases. Textbook, 2nd edition","A. A. Bryk, A. Yu. Ryabinina, M. L. Blagonravov",,2.47,3.8,5
To the Lighthouse / На маяк,Virginia Woolf,,1.73,3.75,8
The last leaf,O. Henry,,2.46,3.0,1
Gentlemen Prefer Blondes / Джентльмены предпочитают блондинок,Anita Loos,,1.72,5.0,4
The Martian Chronicles / Марсианские хроники,Ray Douglas Bradbury,,1.72,5.0,3
Любовник леди Чаттерлей / Lady Chatterley's Lover,David Herbert Lawrence,,1.72,1.9,1
Coffin’s Dark Number,Gwendoline  Butler,,2.39,3.1,1
The Christmas Dinner,Washington Irving,Renard Press,1.73,4.3,16
Santa's Christmas Library,"O. Henry, Selma Lagerlof, Robert E. Howard, Ernst Hoffmann, Lucy Maud Montgomery, Max Brand, Ben Jonson, Isaac Watts, Martin Luther, William Wordsworth, Walter Crane, Andrew Lang, Henry Van Dyke, George MacDonald, Vernon  Lee, William Morris, Susan  Coolidge, Hamilton Wright Mabie, Edgar Wallace, Sophie  May, Carolyn Wells, Meredith Nicholson, Sarah Orne Jewett, Mary Hunter Austin, Charles Mackay, Beatrix Potter, Emily Dickinson, J. M. Barrie, Brooks Phillips, Willis Boyd  Allen, Brothers Grimm  , C. N. Williamson, A. M. Williamson, Marcel  Prevost, Evaleen Stein, Benito Galdos Perez, Armando Palacio Valdés, William Butler Yeats, Deland Margaret Wade Campbell, Anthony Trollope, Saki, Bjørnstjerne Bjørnson, Drummond William Henry, Moore Clement Clarke, Booker T. Washington, Bret Harte, Edward Thring, Henry Vaughan, Booth Tarkington, Mary Hartwell Catherwood, Mary E. Wilkins Freeman, Katherine Pyle, Elizabeth Cleghorn Gaskell, Juliana Horatia Ewing, Olive Thorne Miller, George Wither, Reginald Bishop Heber, Samuel McChord Crothers, Robert Saint Southwell, Francois Coppee, Nora A. Smith, Alfred Lord Tennyson, Amanda M. Douglas, Guy de Maupassant, Walter Scott, Eliza Cook, John Punnett Peters, Kate Upson Clark, Alice Hale Burnett, A. S. Boyd, Edward A. Rand, Nellie C. King, Lucy Wheelock, Aunt Hede, Frederick E. Dewhurst, Marjorie L. C. Pickthall, Jay T. Stocking, Anna Robinson, Florence M. Kingsley, M. A. L. Lane, Elizabeth Harkison, Raymond McAlden, F. E. Mann, Winifred M. Kirkland, Grace Margaret Gallaher, F. Arnstein, Anne Hollingsworth Wharton, Elbridge S. Brooks, Isabel Cecilia Williams, Antonio Maré, Maxime du Camp, F. L. Stealey, Marion Clifford, E. E. Hale, Georg Schuster, Matilda Betham Edwards, Angelo J. Lewis, Susan Anne Livingston , Ridley Sedgwick, Cecil Frances Alexander, Christopher North, Oliver Bell Bunce, Alfred Domett, Edmund Hamilton Sears, Edmund Bolton, C.S. Stone, Harriet F. Blodgett, Christian Burke, Emily Huntington Miller, Cyril Winterbotham, Georgianna M. Bishop, James S. Park, John G. Whittier, Enoch Arnold Bennett, James Selwin Tait, Frank Samuel Child, Sarah P. Doughty, James Whitcomb Riley, Mary Louisa Molesworth, William John Locke, Jacob A. Riis, Lucas Malet, Ernest Ingersoll, Annie F. Johnston, Amy Ella Blanchard, Thomas Nelson Page, Florence L. Barclay, Phebe A. Curtiss, Maud Lindsay, Elia W. Peattie, James Weber Linn, André Theuriet, Pedro A. De Alarcón, Jules Simon, Gustavo Adolfo Bécquer, Harrison S. Morris, William Francis Dawson, James Russell Lowell, Dinah Maria Mulock, John Addington Symonds, Robert Herrick, Frances Ridley Havergal, Richard Watson Gilder, Tudor Jenks, Fyodor Dostoevsky, Anton Chekhov, Alphonse Daudet, William Makepeace Thackeray, William Shakespeare, Hans Christian Andersen, Eleanor H. Porter, Robert Louis Stevenson, L. Frank Baum, Charles Dickens, Henry Wadsworth Longfellow, Harriet Beecher Stowe, Frances Hodgson Burnett, Rudyard Kipling, Louisa may Alcott, Leo Tolstoy, Mark Twain",DigiCat,1.73,4.32,4
